title	first_author_last	year	nbs_link	publisher_link	status	saved_filename	attempted_sources	failure_reason	checked_on	doi
Using Photo-Elicitation to Make Marginalised Voices Heard and Seen in Human Resource Management Research	Ladwig	2026	https://onlinelibrary.wiley.com/doi/10.1111/1748-8583.70033	https://onlinelibrary.wiley.com/doi/10.1111/1748-8583.70033	missing		publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/1748-8583.70033 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/1748-8583.70033 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/1748-8583.70033 | publisher_pdf:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BGeneral%2BStatistics%2BOffice%2Bof%2BVietnam.%2B2024.%2BStatistical%2BYearbook%2Bof%2BVietnam%2B2024.%2BStatistical%2BPublishing%2BHouse.%2Bhttps%253A%252F%252Fwww.nso.gov.vn%252Fwp%25E2%2580%2590content%252Fuploads%252F2025%252F06%252FNGTK%25E2%2580%2590Cuc%25E2%2580%2590TK%25E2%2580%25902024_BQ.pdf.&doi=10.1111%2F1748-8583.70033&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/1748-8583.70033 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/1748-8583.70033 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BGeneral%2BStatistics%2BOffice%2Bof%2BVietnam.%2B2024.%2BStatistical%2BYearbook%2Bof%2BVietnam%2B2024.%2BStatistical%2BPublishing%2BHouse.%2Bhttps%253A%252F%252Fwww.nso.gov.vn%252Fwp%25E2%2580%2590content%252Fuploads%252F2025%252F06%252FNGTK%25E2%2580%2590Cuc%25E2%2580%2590TK%25E2%2580%25902024_BQ.pdf.&doi=10.1111%2F1748-8583.70033&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2F1748-8583.70033 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/1748-8583.70033 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/1748-8583.70033 | publisher_pdf:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BGeneral%2BStatistics%2BOffice%2Bof%2BVietnam.%2B2024.%2BStatistical%2BYearbook%2Bof%2BVietnam%2B2024.%2BStatistical%2BPublishing%2BHouse.%2Bhttps%253A%252F%252Fwww.nso.gov.vn%252Fwp%25E2%2580%2590content%252Fuploads%252F2025%252F06%252FNGTK%25E2%2580%2590Cuc%25E2%2580%2590TK%25E2%2580%25902024_BQ.pdf.&doi=10.1111%2F1748-8583.70033&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/1748-8583.70033 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/1748-8583.70033 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BGeneral%2BStatistics%2BOffice%2Bof%2BVietnam.%2B2024.%2BStatistical%2BYearbook%2Bof%2BVietnam%2B2024.%2BStatistical%2BPublishing%2BHouse.%2Bhttps%253A%252F%252Fwww.nso.gov.vn%252Fwp%25E2%2580%2590content%252Fuploads%252F2025%252F06%252FNGTK%25E2%2580%2590Cuc%25E2%2580%2590TK%25E2%2580%25902024_BQ.pdf.&doi=10.1111%2F1748-8583.70033&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2F1748-8583.70033 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/dfeec5tuov?q=10.1111%2F1748-8583.70033 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3DUsing%20Photo-Elicitation%20to%20Make%20Marginalised%20Voices%20Heard%20and%20Seen%20in%20Human%20Resource%20Management%20Research | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/dfeec5tuov?q=Using%20Photo-Elicitation%20to%20Make%20Marginalised%20Voices%20Heard%20and%20Seen%20in%20Human%20Resource%20Management%20Research	no_formal_pdf_found	2026-04-13	10.1111/1748-8583.70033
Sustainable HRM in the Public Sector: A Question of Viability or Legitimacy?	Johnson	2026	https://onlinelibrary.wiley.com/doi/10.1111/1748-8583.70034	https://onlinelibrary.wiley.com/doi/10.1111/1748-8583.70034	missing		publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/1748-8583.70034 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/1748-8583.70034 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/1748-8583.70034 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/1748-8583.70034 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/1748-8583.70034 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2F1748-8583.70034 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/1748-8583.70034 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/1748-8583.70034 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/1748-8583.70034 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/1748-8583.70034 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2F1748-8583.70034 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/wcte7alqib?q=10.1111%2F1748-8583.70034 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3DSustainable%20HRM%20in%20the%20Public%20Sector%3A%20A%20Question%20of%20Viability%20or%20Legitimacy%3F | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/roh7jcdm7v?q=Sustainable%20HRM%20in%20the%20Public%20Sector%3A%20A%20Question%20of%20Viability%20or%20Legitimacy%3F | xjtlu_ebsco_viewer:https://research.ebsco.com/c/wwk3pd/viewer/pdf/roh7jcdm7v	no_formal_pdf_found	2026-04-13	10.1111/1748-8583.70034
The gendered costs of voice (un)enacted: Differential effects on belonging in traditionally male-dominated contexts.	Farh	2026	https://psycnet.apa.org/record/2027-38540-001	https://psycnet.apa.org/record/2027-38540-001	downloaded	Farh 2026 The gendered costs of voice (un)enacted Differential effects on belonging in traditionally male-dominated contexts..pdf	xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fpsycnet.apa.org%2Frecord%2F2027-38540-001 | publisher_pdf:https://psycnet.apa.org/manuscript/2027-38540-001.pdf		2026-04-13	10.1037/apl0001364
The effects of food insecurity on work outcomes.	Moy	2026	https://psycnet.apa.org/record/2027-27010-001	https://psycnet.apa.org/record/2027-27010-001	downloaded	Moy 2026 The effects of food insecurity on work outcomes..pdf	xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fpsycnet.apa.org%2Frecord%2F2027-27010-001 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1037%2Fapl0001361 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/eydlz7wufz?q=10.1037%2Fapl0001361 | xjtlu_ebsco_viewer:https://research.ebsco.com/c/wwk3pd/viewer/pdf/eydlz7wufz		2026-04-13	10.1037/apl0001361
The hidden cost of courage: How oppositional courage shapes trans employees’ diminished image belief.	Thoroughgood	2026	https://psycnet.apa.org/record/2027-31041-001	https://psycnet.apa.org/record/2027-31041-001	missing		xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fpsycnet.apa.org%2Frecord%2F2027-31041-001 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1037%2Fapl0001374 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/utq4emhgyj?q=10.1037%2Fapl0001374	no_formal_pdf_found	2026-04-13	10.1037/apl0001374
Are they really just words? Investigating the prevalence and impact of physical disability biased language in job advertisements.	Pike	2026	https://psycnet.apa.org/record/2027-30495-001	https://psycnet.apa.org/fulltext/2027-30495-001.html	downloaded	Pike 2026 Are they really just words Investigating the prevalence and impact of physical disability biased language in job advertisements..pdf	xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fpsycnet.apa.org%2Frecord%2F2027-30495-001 | publisher_pdf:https://psycnet.apa.org/fulltext/2027-30495-001.pdf		2026-04-13	10.1037/apl0001365
Sharing is ethicizing: Examining the impact of sharing observed unethical behavior with family members on ethical voice at work.	Anjier Chen	2026	https://psycnet.apa.org/record/2027-27635-001	https://psycnet.apa.org/record/2027-27635-001	downloaded	Anjier Chen 2026 Sharing is ethicizing Examining the impact of sharing observed unethical behavior with family members on ethical voice at work..pdf	xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fpsycnet.apa.org%2Frecord%2F2027-27635-001 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1037%2Fapl0001356 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/uxgi7hetuz?q=10.1037%2Fapl0001356 | xjtlu_ebsco_viewer:https://research.ebsco.com/c/wwk3pd/viewer/pdf/uxgi7hetuz		2026-04-13	10.1037/apl0001356
(Re)Entering the workforce after imprisonment: A new perspective on voluntary disclosure of criminal history and job-search assistance.	Houston	2025	https://psycnet.apa.org/record/2027-04818-001	https://psycnet.apa.org/record/2027-04818-001	missing		xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fpsycnet.apa.org%2Frecord%2F2027-04818-001 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1037%2Fapl0001338 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/72pwgwsg7r?q=10.1037%2Fapl0001338	no_formal_pdf_found	2026-04-13	10.1037/apl0001338
Emancipatory entrepreneurship by a stigmatized social group	Chang Lu	2026	https://www.sciencedirect.com/science/article/pii/S088390262600008X	https://www.sciencedirect.com/science/article/pii/S088390262600008X	downloaded	Chang Lu 2026 Emancipatory entrepreneurship by a stigmatized social group.pdf	publisher_html:https://www.sciencedirect.com/science/article/pii/S088390262600008X | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fwww.sciencedirect.com%2Fscience%2Farticle%2Fpii%2FS088390262600008X | publisher_pdf:https://www.sciencedirect.com/science/article/pii/S088390262600008X/pdfft?md5=19bc9cb4513301332fed9b0122c22ad0&pid=1-s2.0-S088390262600008X-main.pdf | xjtlu_browser_pdf_cookies:https://www.sciencedirect.com/science/article/pii/S088390262600008X/pdfft?md5=19bc9cb4513301332fed9b0122c22ad0&pid=1-s2.0-S088390262600008X-main.pdf | xjtlu_browser_pdf:https://www.sciencedirect.com/science/article/pii/S088390262600008X/pdfft?md5=19bc9cb4513301332fed9b0122c22ad0&pid=1-s2.0-S088390262600008X-main.pdf | publisher_browser_pdf_article:https://www.sciencedirect.com/science/article/pii/S088390262600008X		2026-04-13	10.1016/j.jbusvent.2026.106578
The power of consumer solidarity framing in scaling up social impact	Yuliya Snihur	2026	https://www.sciencedirect.com/science/article/pii/S0883902626000091	https://www.sciencedirect.com/science/article/pii/S0883902626000091	downloaded	Yuliya Snihur 2026 The power of consumer solidarity framing in scaling up social impact.pdf	publisher_html:https://www.sciencedirect.com/science/article/pii/S0883902626000091 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fwww.sciencedirect.com%2Fscience%2Farticle%2Fpii%2FS0883902626000091 | publisher_pdf:https://www.sciencedirect.com/science/article/pii/S0883902626000091/pdfft?md5=e1093ad184a8c5a665377cc834a585f2&pid=1-s2.0-S0883902626000091-main.pdf | xjtlu_browser_pdf_cookies:https://www.sciencedirect.com/science/article/pii/S0883902626000091/pdfft?md5=e1093ad184a8c5a665377cc834a585f2&pid=1-s2.0-S0883902626000091-main.pdf | xjtlu_browser_pdf:https://www.sciencedirect.com/science/article/pii/S0883902626000091/pdfft?md5=e1093ad184a8c5a665377cc834a585f2&pid=1-s2.0-S0883902626000091-main.pdf | publisher_browser_pdf_article:https://www.sciencedirect.com/science/article/pii/S0883902626000091		2026-04-13	10.1016/j.jbusvent.2026.106579
Scale, scope, speed, and customization (pick two): Resourcing drives trade-offs in local compassion venturing effectiveness	Stella Seyb	2026	https://www.sciencedirect.com/science/article/pii/S0883902626000108	https://www.sciencedirect.com/science/article/pii/S0883902626000108	downloaded	Stella Seyb 2026 Scale, scope, speed, and customization (pick two) Resourcing drives trade-offs in local compassion venturing effectiveness.pdf	publisher_html:https://www.sciencedirect.com/science/article/pii/S0883902626000108 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fwww.sciencedirect.com%2Fscience%2Farticle%2Fpii%2FS0883902626000108 | publisher_pdf:https://www.sciencedirect.com/science/article/pii/S0883902626000108/pdfft?md5=c3b9ab33903d62c51b6cfbd333030956&pid=1-s2.0-S0883902626000108-main.pdf | xjtlu_browser_pdf_cookies:https://www.sciencedirect.com/science/article/pii/S0883902626000108/pdfft?md5=c3b9ab33903d62c51b6cfbd333030956&pid=1-s2.0-S0883902626000108-main.pdf | xjtlu_browser_pdf:https://www.sciencedirect.com/science/article/pii/S0883902626000108/pdfft?md5=c3b9ab33903d62c51b6cfbd333030956&pid=1-s2.0-S0883902626000108-main.pdf | publisher_browser_pdf_article:https://www.sciencedirect.com/science/article/pii/S0883902626000108		2026-04-13	10.1016/j.jbusvent.2026.106580
Rewards-based crowdfunding as an institutional carrier: The cross-border backing of environmental projects	Ahmed Sewaid	2026	https://www.sciencedirect.com/science/article/pii/S0883902626000169	https://www.sciencedirect.com/science/article/pii/S0883902626000169	downloaded	Ahmed Sewaid 2026 Rewards-based crowdfunding as an institutional carrier The cross-border backing of environmental projects.pdf	publisher_html:https://www.sciencedirect.com/science/article/pii/S0883902626000169 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fwww.sciencedirect.com%2Fscience%2Farticle%2Fpii%2FS0883902626000169 | publisher_pdf:https://www.sciencedirect.com/science/article/pii/S0883902626000169/pdfft?md5=e56f8e8ab59975f1d08a1577d1b84731&pid=1-s2.0-S0883902626000169-main.pdf | xjtlu_browser_pdf_cookies:https://www.sciencedirect.com/science/article/pii/S0883902626000169/pdfft?md5=e56f8e8ab59975f1d08a1577d1b84731&pid=1-s2.0-S0883902626000169-main.pdf | xjtlu_browser_pdf:https://www.sciencedirect.com/science/article/pii/S0883902626000169/pdfft?md5=e56f8e8ab59975f1d08a1577d1b84731&pid=1-s2.0-S0883902626000169-main.pdf | publisher_browser_pdf_article:https://www.sciencedirect.com/science/article/pii/S0883902626000169		2026-04-13	10.1016/j.jbusvent.2026.106586
Social entrepreneurship mechanisms for systems change: A structuration approach	Krlev	2026	https://www.sciencedirect.com/science/article/pii/S0883902625000898	https://www.sciencedirect.com/science/article/pii/S0883902625000898	downloaded	Krlev 2026 Social entrepreneurship mechanisms for systems change A structuration approach.pdf	publisher_html:https://www.sciencedirect.com/science/article/pii/S0883902625000898 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fwww.sciencedirect.com%2Fscience%2Farticle%2Fpii%2FS0883902625000898 | publisher_pdf:https://www.sciencedirect.com/science/article/pii/S0883902625000898/pdfft?md5=75975651554a94487ebb9cc2bc0e56cf&pid=1-s2.0-S0883902625000898-main.pdf | xjtlu_browser_pdf_cookies:https://www.sciencedirect.com/science/article/pii/S0883902625000898/pdfft?md5=75975651554a94487ebb9cc2bc0e56cf&pid=1-s2.0-S0883902625000898-main.pdf | xjtlu_browser_pdf:https://www.sciencedirect.com/science/article/pii/S0883902625000898/pdfft?md5=75975651554a94487ebb9cc2bc0e56cf&pid=1-s2.0-S0883902625000898-main.pdf | publisher_browser_pdf_article:https://www.sciencedirect.com/science/article/pii/S0883902625000898		2026-04-13	10.1016/j.jbusvent.2025.106561
BOP’s dilemma: is jugaad an innovation or an invisible burden?	Sutar	2025	https://www.emerald.com/jcm/article/doi/10.1108/JCM-07-2025-8049/1348636/BOP-s-dilemma-is-jugaad-an-innovation-or-an	https://www.emerald.com/jcm/article/doi/10.1108/JCM-07-2025-8049/1348636/BOP-s-dilemma-is-jugaad-an-innovation-or-an	downloaded	Sutar 2025 BOP’s dilemma is jugaad an innovation or an invisible burden [10.1108_JCM-07-2025-8049].pdf	publisher_html:https://www.emerald.com/jcm/article/doi/10.1108/JCM-07-2025-8049/1348636/BOP-s-dilemma-is-jugaad-an-innovation-or-an | publisher_pdf:https://www.emerald.com/jcm/article-pdf/doi/10.1108/JCM-07-2025-8049/11324275/jcm-07-2025-8049en.pdf		2026-04-13	10.1108/JCM-07-2025-8049
Memento Mori: mortality salience, legacy and time perspective in sustainable consumption	Bae	2025	https://www.emerald.com/jcm/article/doi/10.1108/JCM-09-2025-8257/1347051/Memento-Mori-mortality-salience-legacy-and-time	https://www.emerald.com/jcm/article/doi/10.1108/JCM-09-2025-8257/1347051/Memento-Mori-mortality-salience-legacy-and-time	downloaded	Bae 2025 Memento Mori mortality salience, legacy and time perspective in sustainable consumption [10.1108_JCM-09-2025-8257].pdf	publisher_html:https://www.emerald.com/jcm/article/doi/10.1108/JCM-09-2025-8257/1347051/Memento-Mori-mortality-salience-legacy-and-time | publisher_pdf:https://www.emerald.com/jcm/article-pdf/doi/10.1108/JCM-09-2025-8257/11313775/jcm-09-2025-8257en.pdf		2026-04-13	10.1108/JCM-09-2025-8257
Participative pricing, food affordability, and nutritional adequacy: evidence from India	Zeeshan	2025	https://www.emerald.com/jcm/article/doi/10.1108/JCM-02-2025-7667/1336303/Participative-pricing-food-affordability-and	https://www.emerald.com/jcm/article/doi/10.1108/JCM-02-2025-7667/1336303/Participative-pricing-food-affordability-and	downloaded	Zeeshan 2025 Participative pricing, food affordability, and nutritional adequacy evidence from India.pdf	publisher_html:https://www.emerald.com/jcm/article/doi/10.1108/JCM-02-2025-7667/1336303/Participative-pricing-food-affordability-and | publisher_pdf:https://www.emerald.com/jcm/article-pdf/doi/10.1108/JCM-02-2025-7667/11190668/jcm-02-2025-7667en.pdf		2026-04-13	10.1108/JCM-02-2025-7667
A cultural perspective on informal ride sharing	Ehidiamen	2025	https://www.emerald.com/jcm/article/doi/10.1108/JCM-01-2025-7571/1332879/A-cultural-perspective-on-informal-ride-sharing	https://www.emerald.com/jcm/article/doi/10.1108/JCM-01-2025-7571/1332879/A-cultural-perspective-on-informal-ride-sharing	downloaded	Ehidiamen 2025 A cultural perspective on informal ride sharing.pdf	publisher_html:https://www.emerald.com/jcm/article/doi/10.1108/JCM-01-2025-7571/1332879/A-cultural-perspective-on-informal-ride-sharing | publisher_pdf:https://www.emerald.com/jcm/article-pdf/doi/10.1108/JCM-01-2025-7571/11161439/jcm-01-2025-7571en.pdf		2026-04-13	10.1108/JCM-01-2025-7571
Is Gen Z willing to pay for sustainability? An advanced market segmentation analysis	Rohm	2026	https://www.emerald.com/jcm/article/43/2/180/1338520/Is-Gen-Z-willing-to-pay-for-sustainability-An	https://www.emerald.com/jcm/article/43/2/180/1338520/Is-Gen-Z-willing-to-pay-for-sustainability-An	downloaded	Rohm 2026 Is Gen Z willing to pay for sustainability An advanced market segmentation analysis.pdf	publisher_html:https://www.emerald.com/jcm/article/43/2/180/1338520/Is-Gen-Z-willing-to-pay-for-sustainability-An | publisher_pdf:https://www.emerald.com/jcm/article-pdf/43/2/180/11208583/jcm-08-2024-7090en.pdf		2026-04-13	10.1108/JCM-08-2024-7090
Values, risk and biodiversity-friendly action: perceived consumer effectiveness matters	Uusitalo	2026	https://www.emerald.com/jcm/article/43/1/108/1332083/Values-risk-and-biodiversity-friendly-action	https://www.emerald.com/jcm/article/43/1/108/1332083/Values-risk-and-biodiversity-friendly-action	downloaded	Uusitalo 2026 Values, risk and biodiversity-friendly action perceived consumer effectiveness matters.pdf	publisher_html:https://www.emerald.com/jcm/article/43/1/108/1332083/Values-risk-and-biodiversity-friendly-action | publisher_pdf:https://www.emerald.com/jcm/article-pdf/43/1/108/11145914/jcm-01-2025-7548en.pdf		2026-04-13	10.1108/JCM-01-2025-7548
Investments that make our homes greener: The role of regulation	Nuno Clara	2026	https://www.sciencedirect.com/science/article/pii/S0304405X26000073	https://www.sciencedirect.com/science/article/pii/S0304405X26000073	downloaded	Nuno Clara 2026 Investments that make our homes greener The role of regulation.pdf	publisher_html:https://www.sciencedirect.com/science/article/pii/S0304405X26000073 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fwww.sciencedirect.com%2Fscience%2Farticle%2Fpii%2FS0304405X26000073 | publisher_pdf:https://www.sciencedirect.com/science/article/pii/S0304405X26000073/pdfft?md5=679304b7398c65e903b11c89c5b84eaf&pid=1-s2.0-S0304405X26000073-main.pdf | xjtlu_browser_pdf_cookies:https://www.sciencedirect.com/science/article/pii/S0304405X26000073/pdfft?md5=679304b7398c65e903b11c89c5b84eaf&pid=1-s2.0-S0304405X26000073-main.pdf | xjtlu_browser_pdf:https://www.sciencedirect.com/science/article/pii/S0304405X26000073/pdfft?md5=679304b7398c65e903b11c89c5b84eaf&pid=1-s2.0-S0304405X26000073-main.pdf | publisher_browser_pdf_article:https://www.sciencedirect.com/science/article/pii/S0304405X26000073		2026-04-13	10.1016/j.jfineco.2026.104236
The benchmark greenium	Stefania D’Amico	2026	https://www.sciencedirect.com/science/article/pii/S0304405X25002259	https://www.sciencedirect.com/science/article/pii/S0304405X25002259	downloaded	Stefania D’Amico 2026 The benchmark greenium.pdf	publisher_html:https://www.sciencedirect.com/science/article/pii/S0304405X25002259 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fwww.sciencedirect.com%2Fscience%2Farticle%2Fpii%2FS0304405X25002259 | publisher_pdf:https://www.sciencedirect.com/science/article/pii/S0304405X25002259/pdfft?md5=286de15853cf2e4aed93cf5baf02d4dd&pid=1-s2.0-S0304405X25002259-main.pdf | xjtlu_browser_pdf_cookies:https://www.sciencedirect.com/science/article/pii/S0304405X25002259/pdfft?md5=286de15853cf2e4aed93cf5baf02d4dd&pid=1-s2.0-S0304405X25002259-main.pdf | xjtlu_browser_pdf:https://www.sciencedirect.com/science/article/pii/S0304405X25002259/pdfft?md5=286de15853cf2e4aed93cf5baf02d4dd&pid=1-s2.0-S0304405X25002259-main.pdf | publisher_browser_pdf_article:https://www.sciencedirect.com/science/article/pii/S0304405X25002259		2026-04-13	10.1016/j.jfineco.2025.104217
What do circular cities do? Insights from 26 case studies	Schuppler	2026	https://link.springer.com/article/10.1007/s44498-026-00018-y	https://link.springer.com/article/10.1007/s44498-026-00018-y	downloaded	Schuppler 2026 What do circular cities do Insights from 26 case studies.pdf	publisher_html:https://link.springer.com/article/10.1007/s44498-026-00018-y | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00018-y.pdf		2026-04-13	10.1007/s44498-026-00018-y
CO2 and socioeconomic impacts of working time reduction: a case study of 4.5-day workweek	Zhang	2026	https://link.springer.com/article/10.1007/s44498-026-00033-z	https://link.springer.com/article/10.1007/s44498-026-00033-z	missing		publisher_html:https://link.springer.com/article/10.1007/s44498-026-00033-z | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00033-z.pdf | xjtlu_browser_pdf_cookies:https://link.springer.com/content/pdf/10.1007/s44498-026-00033-z.pdf | xjtlu_browser_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00033-z.pdf | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Flink.springer.com%2Farticle%2F10.1007%2Fs44498-026-00033-z | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00033-z.pdf | xjtlu_browser_pdf_cookies:https://link.springer.com/content/pdf/10.1007/s44498-026-00033-z.pdf | xjtlu_browser_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00033-z.pdf | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1007%2Fs44498-026-00033-z | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/dll2jbhsg5?q=10.1007%2Fs44498-026-00033-z | xjtlu_ebsco_viewer:https://research.ebsco.com/c/wwk3pd/viewer/pdf/dll2jbhsg5	no_formal_pdf_found	2026-04-13	10.1007/s44498-026-00033-z
Is academia addressing relevant questions to support a circularity transition in Latin America and the Caribbean?	Aguilar-Hernandez	2026	https://link.springer.com/article/10.1007/s44498-026-00038-8	https://link.springer.com/article/10.1007/s44498-026-00038-8	downloaded	Aguilar-Hernandez 2026 Is academia addressing relevant questions to support a circularity transition in Latin America and the Caribbean.pdf	publisher_html:https://link.springer.com/article/10.1007/s44498-026-00038-8 | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00038-8.pdf		2026-04-13	10.1007/s44498-026-00038-8
Environmental, social and governance impacts of beef production systems: an integrated literature review	Joshi	2026	https://link.springer.com/article/10.1007/s44498-026-00011-5	https://link.springer.com/article/10.1007/s44498-026-00011-5	downloaded	Joshi 2026 Environmental, social and governance impacts of beef production systems an integrated literature review.pdf	publisher_html:https://link.springer.com/article/10.1007/s44498-026-00011-5 | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00011-5.pdf		2026-04-13	10.1007/s44498-026-00011-5
Enhancing regional resilience for energy price shocks: efficient gas use and upstream decarbonization	den Nijs	2026	https://link.springer.com/article/10.1007/s44498-026-00009-z	https://link.springer.com/article/10.1007/s44498-026-00009-z	downloaded	den Nijs 2026 Enhancing regional resilience for energy price shocks efficient gas use and upstream decarbonization.pdf	publisher_html:https://link.springer.com/article/10.1007/s44498-026-00009-z | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00009-z.pdf		2026-04-13	10.1007/s44498-026-00009-z
